epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,10354.8,2.07268,0.8691,2.17835,0.98272,0.93523,0.97616,0.70575,2.16272,0.71339,2.08955,0.005941,0.005941,0.005941
125,10439.6,2.07581,0.87323,2.18355,0.9846,0.93487,0.97608,0.70795,2.16006,0.71041,2.08759,0.005908,0.005908,0.005908
126,10524.1,2.06564,0.86306,2.17952,0.98512,0.93741,0.9757,0.70936,2.15847,0.70818,2.08773,0.005875,0.005875,0.005875
127,10608,2.05896,0.84613,2.18643,0.98008,0.93513,0.97571,0.7093,2.15744,0.70781,2.0888,0.005842,0.005842,0.005842
128,10693.2,2.05663,0.86376,2.1795,0.97862,0.9365,0.97642,0.70951,2.15729,0.70602,2.08949,0.005809,0.005809,0.005809
129,10777.4,2.06472,0.86359,2.17596,0.9771,0.93878,0.97639,0.71,2.1578,0.70354,2.09013,0.005776,0.005776,0.005776
130,10860.6,2.07182,0.85958,2.18055,0.97619,0.93667,0.97613,0.71037,2.15894,0.70305,2.09065,0.005743,0.005743,0.005743
131,10943.9,2.0577,0.84578,2.14883,0.97764,0.93887,0.97623,0.71014,2.16059,0.70046,2.09058,0.00571,0.00571,0.00571
132,11027.7,2.08253,0.88392,2.1686,0.98041,0.93604,0.97601,0.70992,2.16161,0.70098,2.09027,0.005677,0.005677,0.005677
133,11111.1,2.05619,0.85681,2.16453,0.97799,0.93385,0.97587,0.70958,2.16033,0.70304,2.0899,0.005644,0.005644,0.005644
134,11194.4,2.0202,0.83315,2.15682,0.98233,0.93467,0.97636,0.71006,2.16027,0.69864,2.08951,0.005611,0.005611,0.005611
135,11279.3,2.01755,0.83757,2.1559,0.97462,0.93741,0.97593,0.70937,2.15984,0.69988,2.08851,0.005578,0.005578,0.005578
136,11365.2,2.06545,0.8666,2.17089,0.98204,0.93056,0.97579,0.70916,2.15771,0.69981,2.08703,0.005545,0.005545,0.005545
137,11448.9,2.07329,0.86633,2.18265,0.98414,0.9356,0.97617,0.71085,2.15713,0.69678,2.0866,0.005512,0.005512,0.005512
138,11532.7,2.04436,0.84526,2.15376,0.98243,0.93559,0.97643,0.7096,2.15793,0.69787,2.08645,0.005479,0.005479,0.005479
139,11616.7,2.05088,0.85336,2.15692,0.9807,0.94016,0.97644,0.70971,2.15722,0.6941,2.08615,0.005446,0.005446,0.005446
140,11701.6,2.0316,0.8409,2.18013,0.98374,0.93924,0.97687,0.7097,2.15863,0.69294,2.08614,0.005413,0.005413,0.005413
141,11785.6,2.04647,0.83505,2.1529,0.98002,0.94107,0.97664,0.71027,2.15809,0.69259,2.0862,0.00538,0.00538,0.00538
142,11870.8,2.05609,0.84681,2.16399,0.98286,0.94016,0.97707,0.71088,2.15825,0.69266,2.08745,0.005347,0.005347,0.005347
143,11955.4,2.03675,0.83259,2.14094,0.98578,0.94016,0.97678,0.71166,2.15792,0.69202,2.08656,0.005314,0.005314,0.005314
144,12040.1,2.05717,0.8425,2.15099,0.97956,0.94136,0.97662,0.71269,2.15836,0.69131,2.08633,0.005281,0.005281,0.005281
145,12124.7,2.0553,0.85675,2.14688,0.98232,0.93906,0.97654,0.71191,2.15845,0.69302,2.08598,0.005248,0.005248,0.005248
146,12209.4,2.03221,0.84731,2.1683,0.98023,0.93924,0.97685,0.71182,2.1578,0.69339,2.08583,0.005215,0.005215,0.005215
147,12293.2,2.02087,0.82495,2.14512,0.98277,0.93741,0.97658,0.7116,2.15622,0.69276,2.08595,0.005182,0.005182,0.005182
148,12378,2.02219,0.83864,2.17246,0.98089,0.93741,0.9766,0.71239,2.15731,0.69207,2.08741,0.005149,0.005149,0.005149
149,12462.5,2.04511,0.83492,2.15367,0.9823,0.9379,0.97657,0.7118,2.15634,0.692,2.08681,0.005116,0.005116,0.005116
150,12547.9,2.01208,0.81222,2.15514,0.98134,0.93787,0.97651,0.71251,2.15731,0.69254,2.0876,0.005083,0.005083,0.005083
151,12632.4,2.02549,0.83884,2.14307,0.97903,0.93857,0.97669,0.71264,2.1563,0.6909,2.08694,0.00505,0.00505,0.00505
152,12717.9,2.01313,0.83772,2.15116,0.98138,0.94153,0.97666,0.71265,2.15592,0.69045,2.08727,0.005017,0.005017,0.005017
153,12802.1,2.00573,0.82512,2.15289,0.98278,0.94061,0.97659,0.71345,2.15522,0.68929,2.08682,0.004984,0.004984,0.004984
154,12886.9,2.02621,0.82547,2.15368,0.98228,0.93711,0.97701,0.71344,2.15489,0.6898,2.08682,0.004951,0.004951,0.004951
155,12971,1.96988,0.8059,2.1272,0.9828,0.93988,0.97719,0.71337,2.15426,0.68886,2.08714,0.004918,0.004918,0.004918
156,13054.2,2.01728,0.82218,2.14966,0.98193,0.9397,0.97718,0.71295,2.15471,0.68732,2.08698,0.004885,0.004885,0.004885
157,13137.7,2.02355,0.81469,2.1446,0.98602,0.93696,0.97715,0.71206,2.15574,0.6867,2.08679,0.004852,0.004852,0.004852
158,13221.1,1.99178,0.81085,2.12584,0.98557,0.93618,0.97695,0.71199,2.15516,0.68668,2.0864,0.004819,0.004819,0.004819
159,13305.3,1.99572,0.82013,2.10901,0.98652,0.93636,0.97653,0.7124,2.15548,0.68471,2.08619,0.004786,0.004786,0.004786
160,13390.8,2.01771,0.83451,2.12758,0.98652,0.93598,0.97639,0.71216,2.15504,0.68508,2.08563,0.004753,0.004753,0.004753
161,13475.2,2.00616,0.80182,2.12167,0.98121,0.9429,0.97689,0.71168,2.15442,0.68581,2.0854,0.00472,0.00472,0.00472
162,13560.6,1.97636,0.79655,2.11068,0.98526,0.93878,0.97658,0.71255,2.15418,0.68781,2.08477,0.004687,0.004687,0.004687
163,13644.8,1.99465,0.82456,2.11928,0.98215,0.93924,0.97665,0.71277,2.15439,0.68565,2.08445,0.004654,0.004654,0.004654
164,13729.1,1.99006,0.81804,2.12124,0.98604,0.93601,0.97672,0.71292,2.15472,0.68662,2.08422,0.004621,0.004621,0.004621
165,13812,2.00511,0.81331,2.13144,0.97949,0.93924,0.97617,0.7126,2.15485,0.68582,2.08427,0.004588,0.004588,0.004588
166,13895.8,2.00055,0.80921,2.13147,0.98183,0.9382,0.97564,0.71225,2.15453,0.68589,2.08381,0.004555,0.004555,0.004555
167,13980.1,2.00277,0.83051,2.13423,0.98101,0.93833,0.97516,0.71174,2.15405,0.6873,2.08401,0.004522,0.004522,0.004522
168,14064.4,1.98545,0.79935,2.1161,0.98512,0.93782,0.97498,0.7113,2.15453,0.68803,2.08333,0.004489,0.004489,0.004489
169,14148.2,1.98701,0.80362,2.12846,0.9839,0.93559,0.97485,0.71185,2.15376,0.68867,2.08309,0.004456,0.004456,0.004456
170,14233.6,1.98682,0.8226,2.1406,0.98379,0.9365,0.97491,0.71165,2.15301,0.68785,2.08275,0.004423,0.004423,0.004423
171,14317.4,1.99476,0.82118,2.13334,0.98606,0.93692,0.97586,0.71161,2.15331,0.6861,2.08269,0.00439,0.00439,0.00439
172,14402.6,1.95976,0.80593,2.10942,0.9842,0.93912,0.97595,0.71243,2.15367,0.68527,2.08263,0.004357,0.004357,0.004357
173,14487.2,1.99093,0.80277,2.12939,0.98129,0.94107,0.97597,0.71244,2.15277,0.68552,2.08214,0.004324,0.004324,0.004324
174,14572.2,1.98239,0.81412,2.11613,0.98329,0.94076,0.97595,0.71261,2.15259,0.68488,2.08178,0.004291,0.004291,0.004291
175,14656,1.98488,0.79459,2.13707,0.98373,0.93908,0.97571,0.71218,2.15175,0.68654,2.08168,0.004258,0.004258,0.004258
176,14739.3,1.9585,0.79145,2.12086,0.98046,0.93962,0.97584,0.71295,2.15153,0.68594,2.08195,0.004225,0.004225,0.004225
177,14823.8,1.97739,0.80087,2.13107,0.98165,0.93924,0.97566,0.71302,2.15185,0.68651,2.08196,0.004192,0.004192,0.004192
178,14907.6,1.97173,0.8126,2.13905,0.98136,0.93806,0.97565,0.71252,2.15178,0.68762,2.08187,0.004159,0.004159,0.004159
179,14991.6,1.99003,0.81538,2.13281,0.98141,0.94035,0.97562,0.71191,2.15138,0.68678,2.08177,0.004126,0.004126,0.004126
